original_text,cleaned_text,rating,sentiment,text_length
"saya kasih bintang 5 karna dari saya sendiri jarang menggunakan instagram untuk foto ataupun live, jadi saya tidak mengetahui perkembangan aplikasi ini, tetapi aplikasi ini cukup mengibur. di semua aplikasi hiburan ada kelebihan dan kekurangan masing², dan yang saya notice adalah instagram sudah ada fitur posting ulang seperti tiktok dan itu perkembangan yang oke. dan tolong ulasan² dari berbagai macam orang yang memakai aplikasi ini untuk ditindaklanjuti masalah dan keluhan nya.",saya kasih bintang karna dari saya sendiri jarang menggunakan instagram untuk foto ataupun live jadi saya tidak mengetahui perkembangan aplikasi ini tetapi aplikasi ini cukup mengibur di semua aplikasi hiburan ada kelebihan dan kekurangan masing dan yang saya notice adalah instagram sudah ada fitur posting ulang seperti tiktok dan itu perkembangan yang oke dan tolong ulasan dari berbagai macam orang yang memakai aplikasi ini untuk ditindaklanjuti masalah dan keluhan nya,5,positive,474
Di perkecil terlalu besar kapasitas nya untuk hp di bawah ram 4,di perkecil terlalu besar kapasitas nya untuk hp di bawah ram,5,positive,61
sangat membantu,sangat membantu,5,positive,15
ga bisa nelpon gue cok,ga bisa nelpon gue cok,1,negative,22
jelek fiturnya ilang semuanya,jelek fiturnya ilang semuanya,1,negative,29
tidak semua cerita masuk kedalam arsip tiba-tiba. kenapa ya? tolong diperbaiki!,tidak semua cerita masuk kedalam arsip tiba tiba kenapa ya tolong diperbaiki,1,negative,76
"makin update makin ga jelas, fitur mention juga ilang",makin update makin ga jelas fitur mention juga ilang,1,negative,52
banyak bug seperti jumlah postingan nya ada tetapi postingan nya tidak ada lalu notif pesan nya ada tetapi jika di lihat di DM gak ada yang chat,banyak bug seperti jumlah postingan nya ada tetapi postingan nya tidak ada lalu notif pesan nya ada tetapi jika di lihat di dm gak ada yang chat,1,negative,144
"lumayan bgus,cuma kdng lag aja",lumayan bgus cuma kdng lag aja,4,positive,30
suara sya TDK bisa terdengar,suara sya tdk bisa terdengar,1,negative,28
konnecktions,konnecktions,5,positive,12
keren bangett aplikasii nya😍😍,keren bangett aplikasii nya,5,positive,27
aplikasi sampah banyak bug akun baru tiba tiba langsung follow 1.700+ akun ga di kenal,aplikasi sampah banyak bug akun baru tiba tiba langsung follow akun ga di kenal,1,negative,79
bisa posting yang kita mau dan menyenangkan,bisa posting yang kita mau dan menyenangkan,5,positive,43
sukaaa bangett,sukaaa bangett,5,positive,14
pokoknya mantep banget,pokoknya mantep banget,5,positive,22
semoga fiturnya semakin bagus.. love bget sama IG 🩷🩷,semoga fiturnya semakin bagus love bget sama ig,5,positive,47
ku kasih bintang 5 tu mtp,ku kasih bintang tu mtp,5,positive,23
saya tidak tahu bagaimana cara memainkan ny,saya tidak tahu bagaimana cara memainkan ny,1,negative,43
sangat. wowwww,sangat wowwww,5,positive,13
aku inggin pengikut ku banyak,aku inggin pengikut ku banyak,5,positive,29
ig ini terseru di dunia kalo aku bosan aku pasti liat ig,ig ini terseru di dunia kalo aku bosan aku pasti liat ig,5,positive,56
Berandanya bagus bagus dan isinya orang orang yang aesthetic,berandanya bagus bagus dan isinya orang orang yang aesthetic,5,positive,60
meskipun pemula...tapi saya suka banget dgn aplikasi lnstagram..🥰🥰🥰mantap pokoknya...👍👍👍👍,meskipun pemula tapi saya suka banget dgn aplikasi lnstagram mantap pokoknya,5,positive,76
"kecewa bgt sama aplikasi ini. makin kesini makin gajelas. apalagi denger dari beberapa org yg katanya mereka apk ini bisa nge privat akun yg diikuti. naudzubillah ga bgt, mendukung pihak ketiga kah?daripada kaya gitu mending adain fitur yg ketauan unfoll deh. flipsade ilang, deactive ig ketauan org, catatan reels ilang, trs ntr apalagi?",kecewa bgt sama aplikasi ini makin kesini makin gajelas apalagi denger dari beberapa org yg katanya mereka apk ini bisa nge privat akun yg diikuti naudzubillah ga bgt mendukung pihak ketiga kah daripada kaya gitu mending adain fitur yg ketauan unfoll deh flipsade ilang deactive ig ketauan org catatan reels ilang trs ntr apalagi,1,negative,329
"UI nya pindah pindah org bingung lagian dm udah cocok geser kesamping, tombol posting tu gk pas dipojok loh",ui nya pindah pindah org bingung lagian dm udah cocok geser kesamping tombol posting tu gk pas dipojok loh,1,negative,106
ttg gak bisa di rubah padahal sudah update aplikasih,ttg gak bisa di rubah padahal sudah update aplikasih,2,negative,52
"jangan hilangin fitur note pls, terus tolong adain fitur kalo org unfollow kita, kita juga otomatis unfollow dia, butuh banget",jangan hilangin fitur note pls terus tolong adain fitur kalo org unfollow kita kita juga otomatis unfollow dia butuh banget,4,positive,123
sangat membantu dalam promosi jualan properti saya,sangat membantu dalam promosi jualan properti saya,5,positive,50
sangat bagus,sangat bagus,5,positive,12
aplikasi ini ga cocok buat orang gembel macam saya,aplikasi ini ga cocok buat orang gembel macam saya,5,positive,50
kerenn saya suka aplikasi ini,kerenn saya suka aplikasi ini,5,positive,29
"Kenapa di komentar stories gak ada tanda balasnya.Kemarin ada tanda balasnya sekarang tidak ada.Padahal nyaman di kasih blas,jadi waktu komen tidak runtut ke bawah acak,dan kalau ada komentar masuk tidak urut jadi kita yang balas bingung sendiri.Kalau ada tanda balas di komentar stories,komentarnya lebih tertata rapi dan ringkas.Komentar di stories juga di batasi 20 komentar,kalau ada komentar bru yang msuk tidak muncul di tayangan stories.Hrus hpus komentar dulu bru bisa muncul komentar barunya",kenapa di komentar stories gak ada tanda balasnya kemarin ada tanda balasnya sekarang tidak ada padahal nyaman di kasih blas jadi waktu komen tidak runtut ke bawah acak dan kalau ada komentar masuk tidak urut jadi kita yang balas bingung sendiri kalau ada tanda balas di komentar stories komentarnya lebih tertata rapi dan ringkas komentar di stories juga di batasi komentar kalau ada komentar bru yang msuk tidak muncul di tayangan stories hrus hpus komentar dulu bru bisa muncul komentar barunya,4,positive,497
donlot tikiok lit,donlot tikiok lit,5,positive,17
ini kenapa dah tiba tiba semua audio nya hilang puki puki tolong Wee di perbaiki kirain hp gw yg rusak rupanya apk nya yg ga ada suara udah di liat YT tutorial nya sama aja bangke,ini kenapa dah tiba tiba semua audio nya hilang puki puki tolong wee di perbaiki kirain hp gw yg rusak rupanya apk nya yg ga ada suara udah di liat yt tutorial nya sama aja bangke,1,negative,179
"menyenangkan sekali, dan vidio saya fyp sampe ribuan",menyenangkan sekali dan vidio saya fyp sampe ribuan,5,positive,51
sangat bagusss 🤩,sangat bagusss,2,negative,14
minta tolong Instagram dikasi live dong knpa skrng ngga bisa live sih ngga asik knpa hrus nunggu pngikut 1000,minta tolong instagram dikasi live dong knpa skrng ngga bisa live sih ngga asik knpa hrus nunggu pngikut,4,positive,104
bagus lah tapi harus ada yg di perbaikin,bagus lah tapi harus ada yg di perbaikin,5,positive,40
maaf live selalu gak bisa tenang,maaf live selalu gak bisa tenang,5,positive,32
live feature cannot be accessed,live feature cannot be accessed,1,negative,31
ga bisa posting feeds sama bermasalah ngetag orang,ga bisa posting feeds sama bermasalah ngetag orang,4,positive,50
sngat bgus dn berguna,sngat bgus dn berguna,5,positive,21
tolong update instagram saya ini,tolong update instagram saya ini,1,negative,32
bagus Ig meski terkadang msh suka dianggap akun palsu,bagus ig meski terkadang msh suka dianggap akun palsu,5,positive,53
masih terlalu besar ukuran nya,masih terlalu besar ukuran nya,1,negative,30
bagus lah keren apknya,bagus lah keren apknya,5,positive,22
Menemukan teman,menemukan teman,5,positive,15
"banyak iklan dan promosi² yang ga di perlukan, bahkan promosi slot pun ada... kacau kacauuu, segera perbaiki kak!!!",banyak iklan dan promosi yang ga di perlukan bahkan promosi slot pun ada kacau kacauuu segera perbaiki kak,1,negative,106
pliss knpaa haruss di update 😭😭,pliss knpaa haruss di update,1,negative,28
sering eror,sering eror,1,negative,11
bagus sekali,bagus sekali,5,positive,12
Sangat bagus,sangat bagus,5,positive,12
sangat bagus,sangat bagus,5,positive,12
verivikasi nya banyak,verivikasi nya banyak,1,negative,21
susah cari teman,susah cari teman,5,positive,16
asik update mulu,asik update mulu,1,negative,16
ig skrg gjels msak fitur live nya hilng,ig skrg gjels msak fitur live nya hilng,1,negative,39
Apk nya bagus GK ngelag Tolong tingkatkan privasi keamanan dan pengembangan akunnya,apk nya bagus gk ngelag tolong tingkatkan privasi keamanan dan pengembangan akunnya,5,positive,83
"Habis beli insight promosi, saldo dah berkurang, promosinya kaga ada, ni apa dah",habis beli insight promosi saldo dah berkurang promosinya kaga ada ni apa dah,1,negative,77
sangat membantu,sangat membantu,5,positive,15
UPDATE AN GAJELAS,update an gajelas,1,negative,17
efek jj udh hilang semua ga bgs bgt,efek jj udh hilang semua ga bgs bgt,2,negative,35
sangat suka,sangat suka,5,positive,11
Sangat bagus,sangat bagus,5,positive,12
kreen banget aplikasi ini bisah bergabung ke berbagai negara,kreen banget aplikasi ini bisah bergabung ke berbagai negara,5,positive,60
Sangat membantu dan bagus ❤❤❤❤ 💟💟💟💟💟Love pe instagram,sangat membantu dan bagus love pe instagram,5,positive,43
ini kenapa ya hp baru padahal baru download Ig mau buat akun kok gak bisa pasti setiap konfirmasi katasandi imel selalu ada masalah teknis terus pas mau masuk akun yang hp lama akun Imel tidak di temukan padahal udah sama persis dan juga mau masuk lewat FB halaman web tidak tersedia bintang 1 dulu karna ga puas,ini kenapa ya hp baru padahal baru download ig mau buat akun kok gak bisa pasti setiap konfirmasi katasandi imel selalu ada masalah teknis terus pas mau masuk akun yang hp lama akun imel tidak di temukan padahal udah sama persis dan juga mau masuk lewat fb halaman web tidak tersedia bintang dulu karna ga puas,1,negative,310
"baru tau sekarang di ig harus 1000 followers dlu baru bisa live. dulu mah perasaan ga gitu dehh, ig kenapa siiii?? ribet banget yaaa sekaranggg. udh mah filter jga di batesii, jdi males gunain ig",baru tau sekarang di ig harus followers dlu baru bisa live dulu mah perasaan ga gitu dehh ig kenapa siiii ribet banget yaaa sekaranggg udh mah filter jga di batesii jdi males gunain ig,1,negative,184
Durasi video reel lbh panjang,durasi video reel lbh panjang,4,positive,29
"suka banget, begitu pula konten islami nya🥰",suka banget begitu pula konten islami nya,5,positive,41
gajelas gabisa ngelive pdahal ngelive buat fun fun aja malah dihilangin fiturnya gajelas bgt mangkin kesini banyak ngikutin fitur tiktok yg gbsa live la ada posting ulang la gjls huuu,gajelas gabisa ngelive pdahal ngelive buat fun fun aja malah dihilangin fiturnya gajelas bgt mangkin kesini banyak ngikutin fitur tiktok yg gbsa live la ada posting ulang la gjls huuu,1,negative,183
aplikasi storynya ngelag2,aplikasi storynya ngelag,1,negative,24
bagus banget🤙😄,bagus banget,5,positive,12
"My Instagram account was hacked, all access has been cut off by the hacker and Instagram never provided a good solution to recover my account.",my instagram account was hacked all access has been cut off by the hacker and instagram never provided a good solution to recover my account,1,negative,140
"sekarang IG sering nge bug dan dikit dikit ke banned akunnya pdhl saya ga aneh aneh, tolong perbaiki.",sekarang ig sering nge bug dan dikit dikit ke banned akunnya pdhl saya ga aneh aneh tolong perbaiki,2,negative,99
"Instagram sangat memuaskan,,, cuma ada satu saran tolong beri banyak tayangan postingan dan video koleksi saya agar Instagram saya lebih banyak di kunjungi dan di ikuti karena saya lebih aktif di Instagram dari pada di media sosial lain nya ,,, dan mau bertanya emng ada reward ya dari Instagram?",instagram sangat memuaskan cuma ada satu saran tolong beri banyak tayangan postingan dan video koleksi saya agar instagram saya lebih banyak di kunjungi dan di ikuti karena saya lebih aktif di instagram dari pada di media sosial lain nya dan mau bertanya emng ada reward ya dari instagram,5,positive,288
story yg diarsipkan koq jdi ilang??,story yg diarsipkan koq jdi ilang,1,negative,33
Tidakk bisaa menaruh laguu di foto,tidakk bisaa menaruh laguu di foto,1,negative,34
"hai, ini gimana ya caranya ""add your story"" soalnya di saya tidak bisa dan selalu dibilang ""ada masalah. anda tidak dapat menambahkan template ini saat ini"" ???",hai ini gimana ya caranya add your story soalnya di saya tidak bisa dan selalu dibilang ada masalah anda tidak dapat menambahkan template ini saat ini,4,positive,150
Karna ig tidak bisa di buka pas siang hari,karna ig tidak bisa di buka pas siang hari,1,negative,42
saya tidak suka karena ga ada yang ngecet:),saya tidak suka karena ga ada yang ngecet,1,negative,41
sngat sngat bagusss,sngat sngat bagusss,5,positive,19
kenapa klo bikin sg selalu gelap,kenapa klo bikin sg selalu gelap,1,negative,32
"Ig ga jelas bgt masa akun saya 4 di nonaktifkan tanpa penjelasan masalahnya padahal aku baru bikin sama akun lama juga di nonaktifkan sendiri,udah pengajuan data malah ujung² nya di nonaktifkan selama nya, tolong solusinya nya min",ig ga jelas bgt masa akun saya di nonaktifkan tanpa penjelasan masalahnya padahal aku baru bikin sama akun lama juga di nonaktifkan sendiri udah pengajuan data malah ujung nya di nonaktifkan selama nya tolong solusinya nya min,1,negative,226
banguuss bngtt,banguuss bngtt,5,positive,14
*Informasinya sangat baik. Mantap.!* 🙋💐🙏🤝,informasinya sangat baik mantap,4,positive,31
"untuk Developer, apk ini sudah bagus, tapi lebih bagus ditambahkan fitur ""Riwayat Tontonan"" seperti Tiktok, supaya lebih mudah mencari vidio yang tidak sempat diLike.",untuk developer apk ini sudah bagus tapi lebih bagus ditambahkan fitur riwayat tontonan seperti tiktok supaya lebih mudah mencari vidio yang tidak sempat dilike,4,positive,160
"fitur harus 1k followers baru bisa live,,itu gak masuk boss",fitur harus k followers baru bisa live itu gak masuk boss,2,negative,57
"ig gua kenapa bang meta, gk bisa login stuck di awal trs💆‍♂️💆‍♂️",ig gua kenapa bang meta gk bisa login stuck di awal trs,1,negative,55
masa sukriyah Ria Ria,masa sukriyah ria ria,2,negative,21
Aplikasi gaje ga ngelakuin pelanggaran apa2 tiba2 ditangguhkan,aplikasi gaje ga ngelakuin pelanggaran apa tiba ditangguhkan,1,negative,60
minta update terus,minta update terus,1,negative,18
terimah kasih banyak orang baik,terimah kasih banyak orang baik,5,positive,31
baguss mantab,baguss mantab,5,positive,13
belajar dan terus belajar menjadi lebih baik,belajar dan terus belajar menjadi lebih baik,5,positive,44
kenapa kalo live harus 1000 sih,kenapa kalo live harus sih,4,positive,26
is the best,is the best,5,positive,11
bagus banget,bagus banget,5,positive,12
terbaik digunakan promosi jualan,terbaik digunakan promosi jualan,5,positive,32
gada live ig nya,gada live ig nya,1,negative,16
"sangat bangus sekali bagi gw mah ya, pokoknya gw bangga ada instagram maksih instagram, walaupun ngambil data nya banyak banget tapi gw suka sama aplikasi ini",sangat bangus sekali bagi gw mah ya pokoknya gw bangga ada instagram maksih instagram walaupun ngambil data nya banyak banget tapi gw suka sama aplikasi ini,5,positive,156
"semakin lama semakin menarik, memanjakan influencer & konten kreator, loading videonya sudah lancar & bebas hambatan.",semakin lama semakin menarik memanjakan influencer konten kreator loading videonya sudah lancar bebas hambatan,5,positive,110
sangat bagus,sangat bagus,5,positive,12
Saya suka dengan aplikasi ini karna ya bermanfaat,saya suka dengan aplikasi ini karna ya bermanfaat,5,positive,49
kebanyakan iklan di story,kebanyakan iklan di story,1,negative,25
"alhamdulilah ...,,dgn adanya aplikasi ini saya bisa mengenal tempat² yg lagi viral,punya banyak teman,informasi² dri segala penjuru dunia...pokonya Instagram the best🙏🙏",alhamdulilah dgn adanya aplikasi ini saya bisa mengenal tempat yg lagi viral punya banyak teman informasi dri segala penjuru dunia pokonya instagram the best,5,positive,157
i like this app,i like this app,5,positive,15
"maaf nih bukan apa2, tapi tolong ya jika ingin menonaktiflan akun saya secara permanen, mohon dikasih alasannya dulu, apa aturan yg sy langgar, saya kan gatau apa2, siang masih bisa main ig, slre nya tiba2 di tahan semua akun ig saya, tidak tau ya berapa kenangan di akun ig utama saya dan akun kelas sy yg saya buat? ribuan atau mungkin ga bisa di hitung lagi kenangan di situ 😔",maaf nih bukan apa tapi tolong ya jika ingin menonaktiflan akun saya secara permanen mohon dikasih alasannya dulu apa aturan yg sy langgar saya kan gatau apa siang masih bisa main ig slre nya tiba di tahan semua akun ig saya tidak tau ya berapa kenangan di akun ig utama saya dan akun kelas sy yg saya buat ribuan atau mungkin ga bisa di hitung lagi kenangan di situ,1,negative,366
